Language,GitURL,GitRef,BuildTool,BuildStatus,ErrorMessage
java,https://github.com/Alejo-Rojas-R/shop-v3-api,a2da67d3a92017e03fd0528094b5863b76246d00,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/yuhantey7/SpringBoot-microservices,0d7cdea2cb95b530072560d844a868c7ca91f1aa,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/Bahubali28/FTC-Decyphered-Payload,e6d3d6d2f343cf90fb9b5513b939cab9b1077135,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/FTC-10862-Nebula/10862CenterStage,814bc43c1300926428a8f12c89ee2079960bf75a,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/Mili-NT/csci3660termproject,b0e4cf1a49e1c2100c10b9db8ad136161efc207a,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/Up-Mods/Arcanus-Legacy,8c2f456a7574583855a2744d3009e05f18b3bc3a,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/rfresh2/ZenithProxy,482c1fa9dfe5029186db1eb8cab5cdfb4f31b327,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/robert-pat/swerve-base,7a07b04b0abea550f9b4bea46e9dd95c822a6e89,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/MOOL-app/yujin,8be1288d4f284a4acd8bde0098f2a16c59d5a464,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/subhro1530/DestinyOne-mobile,afea970c02e300dfc33ff55d06d67a0ca07ca179,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/BCW52/wit,e21f446a0014d2073e02aa004647f539c9fb1ccb,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/Docile-Alligator/Infinity-For-Reddit,6065dc84548e2111cabb23565e8789cf091fd75b,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/EdgarVRP/ProyectoBedu,692608316d948929483823b10ed50071c43fd609,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/AliLidan/pr_26_Zlobina_PR_21_101,1b59e90116fb5a1156d8c0e162f932b5a9734cc4,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/pablojaviersantos/apiEstadisticas,6ea4161372c2f10bfae008816113ae66d40fb665,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/Melthen-bor/Gold,a1ec10475e102399ccbb871a81db7c9e3f95ef2b,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/luis-flores/reto-sofka-semana3-logs,39713e148ae9c8d958f3fe3c2f7cac9f33815029,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/Dorian-Mayamba/fitness-app,f0814ca253f1a2ecb0250cd9419d59ffa61e8fbf,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/MontiCore/cd4analysis,962059d3893f29067bb20c5e118d18017ad41d3b,gradle,fail,Command 'gradle assemble' returned non-zero exit status 127.
java,https://github.com/SergioBelloch/Flexbox,2510067cf6b9376f9a1d606913291742cf34b223,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/GregBaughDev/CC,0a1b19123c8402fd2803428b04c35dd009b34171,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/Danh02052003/E_Commercial_App,88fde04140595d55a390aa93d51a4a0e54ec82ce,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/cowaine/spring-boot-for-msa,efdb7d4fca7ab6f7da2100116e975f0700c48886,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/janeth-roldan/cliente,9c1752a1a79bd04d9ad2b07ee949d52e1f00af6c,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/bumjin/fastcampus-project-board,aed2a9b0001b2d15df29f399f93406f2de39ea81,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/davidnatro/rateme,e8c705709e45cb9a42fd486e1081c2ced34f6532,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/edsonrepository/webflux,50e93ee7d049a00b52cf1e2b54d6a9f7f85b79cf,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/jeoninho623/Spring_Board,d0a8d64cb8ee7cdecee1c0bc0d6ff3a80c1ad22c,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/GoormJeans/WebIDE_Backend,a5303e6f24d9aeb1d96846436a1f20b8c197d207,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/4322/AdvantageKitDrivebase,d3a8784edb152d13105849ee39008a0f30a2ce4a,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/mlzzen/open-nga,c3d0d4aafde292d28a9fc3354a47e66ac1ef8c3e,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/Izzeyphent/eye-music,0dc7a7eca4ed2f77ff0e4a47a174c45be5d0a699,gradle,fail,Command 'gradle assemble' returned non-zero exit status 127.
java,https://github.com/finn-rudolph/wallcar-app,86f66f9052227babef262b55105272c643481ec6,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/MDarwish993/taskmaster,d28fd4365562a286e37abad48442fec384ddcdcc,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/kimm776/react-spring-board,83c834c52f79052338e3325019a2e86f409bdd87,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
